Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame;Position X Reference Frame;Position Y Reference Frame;Position Z Reference Frame;Velocity Angle X Reference Frame;Velocity Angle Y Reference Frame;Velocity Angle Z Reference Frame
1ng_D2EON;76;36,72;43,67;0,59;67,61;28,19;-48,95;90;90;90
1ng_D2Skin;76;-1,92;5,48;17,39;105,11;30,96;-72,55;90;90;90
1ng_E1EON;76;-37,21;53,55;37,63;-74,63;18,64;-81,42;90;90;90
1ng_E1Skin;76;-6,48;10,14;31,48;-1,22;-50,75;-64,71;141,57;81,13;52,97
1ng_E2EON;76;24,22;50,28;38,47;76,1;11,68;-73,29;8,84;81,16;90,15
1ng_E2Skin;76;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;76;24,16;55,45;68,99;73,42;3,8;-63,04;99,98;156,44;111,12
1ng_F1Skin;76;3,28;-5,49;13,43;104,46;-22,55;-193,49;74,42;64,09;30,86
1ng_F2EON;76;12,69;50,22;20,59;66,17;11,04;-73,72;39;99,11;127,53
1ng_F2Skin;76;8,96;10,99;16,02;82,59;-37,56;-127,18;90;90;90
1ng_A1EON;77;-27,88;-3,32;-2,53;-58,72;37,66;-23,83;171,8;96,83;85,48
1ng_A1Skin;77;-2,61;23,17;12,75;-23,67;65,11;9,47;29,46;71,85;67,63
1ng_A2EON;77;51,92;3,01;-20,78;55,73;58,39;-20,17;90;90;90
1ng_A2Skin;77;11,9;10,7;2,35;42,91;30,67;-11,06;90;90;90
1ng_B1EON;77;45,1;-3,8;-21,22;63,66;54,95;-23,13;66,18;155,89;93,54
1ng_B1Skin;77;-11,95;9,62;12,95;20,37;71,01;9,69;157,52;105,64;105,74
1ng_B2EON;77;58,47;9,55;-25,65;63,72;54,23;-29,52;108,32;76,32;156,84
1ng_B2Skin;77;-5,64;14,82;14,89;75,23;79,2;-22,51;180,01;90;90
1ng_C1EON;77;-25,91;18,08;9,62;-54,06;23,5;-24,89;86,78;157,64;112,11
1ng_C1Skin;77;-4,42;8,06;21,45;-82,74;44,89;-38,44;68,24;64,19;34,88
1ng_C2EON;77;32,24;49,62;10,22;53,06;23,29;-37,79;168,93;94,13;79,74
1ng_C2Skin;77;3,82;14,55;15,88;58,58;6,75;-34,71;171,9;97,28;86,44
1ng_D1EON;77;22,46;69,08;31,79;73,8;34,28;-49,85;48,16;66,73;50,83
1ng_D1Skin;77;8,36;21,57;22,39;81,79;10,1;-54,6;90;90;90
1ng_D2EON;77;36,72;43,67;0,59;67,61;28,19;-48,95;90;90;90
1ng_D2Skin;77;-1,92;5,48;17,39;105,11;30,96;-72,55;90;90;90
1ng_E1EON;77;-37,21;53,55;37,63;-74,63;18,64;-81,42;90;90;90
1ng_E1Skin;77;-4,9;11,1;33,02;0,36;-49,79;-63,17;66,56;64,27;36,07
1ng_E2EON;77;24,22;50,28;38,47;76,1;11,68;-73,29;90;90;90
1ng_E2Skin;77;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;77;24,37;49,64;68,34;73,62;-2,01;-63,69;88,06;163,14;106,75
1ng_F1Skin;77;3,98;-5,03;14,19;105,16;-22,09;-192,73;10,8;79,68;86,87
1ng_F2EON;77;13,86;49,88;19,46;67,33;10,7;-74,85;45,55;101,82;133,15
1ng_F2Skin;77;8,96;10,99;16,02;82,59;-37,56;-127,18;90;90;90
1ng_A1EON;78;-28,81;-3,65;-2,94;-59,65;37,32;-24,24;51,1;104;137,71
1ng_A1Skin;78;-4,03;22,91;12,67;-25,1;64,85;9,4;167,32;101,38;95,53
1ng_A2EON;78;51,92;3,01;-20,78;55,73;58,39;-20,17;90;90;90
1ng_A2Skin;78;11,9;10,7;2,35;42,91;30,67;-11,06;90;90;90
1ng_B1EON;78;45,79;-4,33;-22,6;64,36;54,42;-24,52;67,55;109,64;149,43
1ng_B1Skin;78;-15,07;8,71;12,04;17,26;70,1;8,78;157,52;105,64;105,74
1ng_B2EON;78;57,07;10,25;-26,05;62,32;54,93;-29,93;149,95;64,36;104,61
1ng_B2Skin;78;-5,64;14,82;14,89;75,23;79,2;-22,51;90;90;90
1ng_C1EON;78;-25,75;15,38;8,52;-53,9;20,81;-25,99;49,66;131,66;111,9
1ng_C1Skin;78;-5,48;6,82;19,1;-83,81;43,65;-40,78;99,24;149,95;118,32
1ng_C2EON;78;31,09;49,92;11,26;51,9;23,59;-36,75;166,56;92,75;76,85
1ng_C2Skin;78;3,56;14,51;15,9;58,32;6,72;-34,69;171,9;97,28;86,44
1ng_D1EON;78;23,02;69,41;32,33;74,37;34,62;-49,31;82,62;64,47;26,73
1ng_D1Skin;78;8,36;21,57;22,39;81,79;10,1;-54,6;90;90;90
1ng_D2EON;78;36,72;43,67;0,59;67,61;28,19;-48,95;99,24;115,67;152,49
1ng_D2Skin;78;-1,92;5,48;17,39;105,11;30,96;-72,55;8,11;82,68;93,45
1ng_E1EON;78;-37,21;53,55;37,63;-74,63;18,64;-81,42;131,76;113,29;129,24
1ng_E1Skin;78;-5,72;10,97;33,03;-0,46;-49,91;-63,16;102,82;67,76;26,02
1ng_E2EON;78;24,22;50,28;38,47;76,1;11,68;-73,29;93,47;65,84;24,44
1ng_E2Skin;78;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;78;24,39;49,06;67,07;73,64;-2,59;-64,96;86,71;114,19;155,57
1ng_F1Skin;78;5,65;-5,06;13,56;106,83;-22,12;-193,36;66,41;123,64;43,11
1ng_F2EON;78;13,86;49,88;19,46;67,33;10,7;-74,85;90;90;90
1ng_F2Skin;78;8,96;10,99;16,02;82,59;-37,56;-127,18;51,3;104,07;137,87
1ng_A1EON;79;-27,22;-3,57;-3,31;-58,06;37,4;-24,61;8,88;81,13;90,07
1ng_A1Skin;79;-6,89;22,3;12,32;-27,95;64,25;9,05;168,37;100,82;94,26
1ng_A2EON;79;51,92;3,01;-20,78;55,73;58,39;-20,17;70,19;157,7;80,18
1ng_A2Skin;79;11,9;10,7;2,35;42,91;30,67;-11,06;90;90;90
1ng_B1EON;79;45,88;-4,49;-22,99;64,45;54,26;-24,91;137,16;79,29;49,15
1ng_B1Skin;79;-14,61;8,85;12,17;17,72;70,24;8,91;29,22;94,84;118,74
1ng_B2EON;79;57,07;10,25;-26,05;62,32;54,93;-29,93;18,25;76,06;78,46
1ng_B2Skin;79;-5,64;14,82;14,89;75,23;79,2;-22,51;90;90;90
1ng_C1EON;79;-23,5;15,6;8,23;-51,65;21,03;-26,28;90;90;90
1ng_C1Skin;79;-5,85;0,36;17,23;-84,17;37,19;-42,66;98,09;151,22;117,42
1ng_C2EON;79;30,98;49,55;10,51;51,8;23,23;-37,5;90;90;90
1ng_C2Skin;79;3,56;14,51;15,9;58,32;6,72;-34,69;118,59;72,31;34,53
1ng_D1EON;79;22,64;69,7;33,07;73,99;34,9;-48,57;131,84;113,27;129,18
1ng_D1Skin;79;8,36;21,57;22,39;81,79;10,1;-54,6;90;90;90
1ng_D2EON;79;36,52;43,13;-0,52;67,41;27,65;-50,06;75,49;111,83;153,37
1ng_D2Skin;79;-1,51;5,54;17,37;105,52;31,02;-72,58;90;90;90
1ng_E1EON;79;-37,73;53,24;37,14;-75,15;18,33;-81,92;131,76;113,29;129,24
1ng_E1Skin;79;-5,54;12,2;35,63;-0,28;-48,69;-60,56;117,7;72,02;33,92
1ng_E2EON;79;24,17;50,58;39,15;76,06;11,99;-72,61;93,47;65,85;24,44
1ng_E2Skin;79;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;79;24,53;48,44;65,67;73,79;-3,21;-66,36;90;90;90
1ng_F1Skin;79;4,91;-6,32;15,89;106,09;-23,38;-191,04;105,95;124,18;38,71
1ng_F2EON;79;13,86;49,88;19,46;67,33;10,7;-74,85;83,58;113,63;155,42
1ng_F2Skin;79;10,32;10,46;14,42;83,94;-38,08;-128,79;14,38;87,77;104,2
1ng_A1EON;80;-24,17;-2,93;-2,95;-55,01;38,05;-24,24;12,48;78,73;84,71
1ng_A1Skin;80;-7,69;22,21;12,39;-28,76;64,15;9,12;171,71;96,62;85,02
1ng_A2EON;80;52,98;0,1;-20,25;56,79;55,48;-19,63;74,27;158,81;76,16
1ng_A2Skin;80;11,9;10,7;2,35;42,91;30,67;-11,06;37,05;98,28;125,81
1ng_B1EON;80;44,97;-4,12;-21,87;63,53;54,63;-23,79;9,23;84,53;97,42
1ng_B1Skin;80;-7,69;8;7,97;24,64;69,39;4,71;19,97;90,56;109,96
1ng_B2EON;80;59,48;10,86;-25,55;64,72;55,54;-29,42;18,25;76,06;78,46
1ng_B2Skin;80;-5,64;14,82;14,89;75,23;79,2;-22,51;90;90;90
1ng_C1EON;80;-25,75;15,38;8,52;-53,9;20,81;-25,99;170,78;95,48;82,6
1ng_C1Skin;80;-6,69;-0,73;15,13;-85,02;36,1;-44,75;111,78;115,82;145,12
1ng_C2EON;80;31,09;49,92;11,26;51,9;23,59;-36,75;128,94;76,02;42,32
1ng_C2Skin;80;2,23;15,36;18,19;56,99;7,56;-32,4;118,59;72,31;34,53
1ng_D1EON;80;22,46;69,08;31,79;73,8;34,28;-49,85;84,2;113,74;155,48
1ng_D1Skin;80;8,36;21,57;22,39;81,79;10,1;-54,6;90;90;90
1ng_D2EON;80;37,2;42,96;-1,13;68,09;27,48;-50,67;42,96;100,76;130,95
1ng_D2Skin;80;-1,92;5,48;17,39;105,11;30,96;-72,55;171,9;97,33;86,55
1ng_E1EON;80;-37,73;53,24;37,14;-75,15;18,33;-81,92;154,65;86,92;64,86
1ng_E1Skin;80;-7,18;11,95;35,65;-1,93;-48,94;-60,54;171,35;98,64;89,41
1ng_E2EON;80;24,19;50,43;38,81;76,08;11,84;-72,95;16,91;89,06;106,89
1ng_E2Skin;80;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;80;24,39;49,06;67,07;73,64;-2,59;-64,96;95,43;66,19;24,5
1ng_F1Skin;80;4,96;-6,47;15,53;106,14;-23,53;-191,39;83,69;113,64;155,43
1ng_F2EON;80;13,88;49,79;19,25;67,35;10,61;-75,06;55,57;65,41;44,59
1ng_F2Skin;80;11,96;11,11;15,26;85,59;-37,43;-127,94;58,52;65,01;42,21
1ng_A1EON;81;-24,43;-3,02;-3,05;-55,27;37,96;-24,34;149,14;108,62;113,68
1ng_A1Skin;81;-7,49;22,23;12,38;-28,56;64,18;9,1;8,29;83,39;94,99
1ng_A2EON;81;52,75;0,15;-20,05;56,56;55,53;-19,43;90;90;90
1ng_A2Skin;81;14,13;10,29;0,72;45,13;30,27;-12,69;134,72;98,79;46,05
1ng_B1EON;81;47,78;-4,31;-23,24;66,34;54,44;-25,15;45,14;135,11;91,29
1ng_B1Skin;81;-5,53;8,75;8,88;26,79;70,14;5,62;28,63;72,13;68,41
1ng_B2EON;81;59,48;10,86;-25,55;64,72;55,54;-29,42;87,51;164;74,2
1ng_B2Skin;81;-5,64;14,82;14,89;75,23;79,2;-22,51;90;90;90
1ng_C1EON;81;-25,14;15,44;8,44;-53,28;20,87;-26,07;9,23;84,52;97,41
1ng_C1Skin;81;-6,52;-0,43;15,74;-84,85;36,4;-44,15;157,22;105,76;106,03
1ng_C2EON;81;29,78;50,02;11,93;50,59;23,69;-36,09;104,94;68,28;26,81
1ng_C2Skin;81;2,23;15,36;18,19;56,99;7,56;-32,4;90;110,56;159,45
1ng_D1EON;81;22,88;68,74;30,92;74,22;33,95;-50,72;9,8;80,35;88,35
1ng_D1Skin;81;8,36;21,57;22,39;81,79;10,1;-54,6;90;90;90
1ng_D2EON;81;37,2;42,96;-1,13;68,09;27,48;-50,67;137,05;79,24;49,05
1ng_D2Skin;81;-1,92;5,48;17,39;105,11;30,96;-72,55;8,11;82,68;93,45
1ng_E1EON;81;-38,85;53,31;37,66;-76,26;18,4;-81,4;61,92;129,09;51,89
1ng_E1Skin;81;-7,18;11,95;35,65;-1,93;-48,94;-60,54;62,44;64,58;39,13
1ng_E2EON;81;24,74;50,59;38,98;76,63;12;-72,78;93,47;65,84;24,44
1ng_E2Skin;81;-7,1;20,54;42,27;53,33;-29,96;-71,81;62,08;125,54;48,28
1ng_F1EON;81;24,41;48,99;66,9;73,66;-2,66;-65,13;84,58;113,81;155,51
1ng_F1Skin;81;4,96;-6,47;15,53;106,14;-23,53;-191,39;90;90;90
1ng_F2EON;81;15,4;51,01;21,4;68,87;11,83;-72,91;21,15;74,88;75,57
1ng_F2Skin;81;11,14;11,13;15,58;84,77;-37,42;-127,62;124,55;125,33;54,08
1ng_A1EON;82;-25,5;-3,42;-3,57;-56,34;37,56;-24,87;141,57;110,91;120,6
1ng_A1Skin;82;-7,49;22,23;12,38;-28,56;64,18;9,1;16,58;76,78;80,17
1ng_A2EON;82;52,98;0,1;-20,25;56,79;55,48;-19,63;49,97;103,56;136,8
1ng_A2Skin;82;5,44;9,29;8,72;36,45;29,27;-4,69;137,12;94,85;47,53
1ng_B1EON;82;49,8;-8,97;-22,03;68,36;49,78;-23,94;67,14;157,14;89,83
1ng_B1Skin;82;-5,53;8,75;8,88;26,79;70,14;5,62;90;90;90
1ng_B2EON;82;59,61;7,94;-24,72;64,86;52,62;-28,59;121,57;146,89;80,99
1ng_B2Skin;82;-5,64;14,82;14,89;75,23;79,2;-22,51;88,03;65,04;25,05
1ng_C1EON;82;-23,91;15,56;8,28;-52,06;20,99;-26,23;110,7;32,05;66,68
1ng_C1Skin;82;-7,52;-0,98;14,88;-85,84;35,85;-45;127,88;114,04;132,55
1ng_C2EON;82;30,72;50,45;12,54;51,53;24,12;-35,47;38,72;69,02;59,15
1ng_C2Skin;82;2,23;15,36;18,19;56,99;7,56;-32,4;90;90;90
1ng_D1EON;82;23,91;69,33;31,84;75,26;34,53;-49,81;65,23;25,83;83,15
1ng_D1Skin;82;8,36;21,57;22,39;81,79;10,1;-54,6;62,52;64,57;39,08
1ng_D2EON;82;36,52;43,13;-0,52;67,41;27,65;-50,06;71,17;45,39;50,62
1ng_D2Skin;82;-1,51;5,54;17,37;105,52;31,02;-72,58;8,11;82,68;93,45
1ng_E1EON;82;-36,68;51,83;38,52;-74,09;16,92;-80,54;77,29;124,93;37,84
1ng_E1Skin;82;-5,64;13,38;38,24;-0,38;-47,51;-57,95;66,64;64,27;36,01
1ng_E2EON;82;24,18;50,51;38,98;76,07;11,91;-72,78;137,88;79,59;49,77
1ng_E2Skin;82;-6,02;19,2;43,81;54,41;-31,3;-70,28;62,08;125,54;48,28
1ng_F1EON;82;24,41;48,99;66,9;73,66;-2,66;-65,13;17,16;76,53;79,58
1ng_F1Skin;82;4,96;-6,47;15,53;106,14;-23,53;-191,39;99,74;115,7;152,27
1ng_F2EON;82;15,82;50,33;19,77;69,29;11,15;-74,54;76,55;112,09;153,76
1ng_F2Skin;82;9,48;8,58;17,83;83,11;-39,96;-125,38;90,63;125,4;35,41
1ng_A1EON;83;-25,76;-3,62;-3,91;-56,6;37,36;-25,21;156,96;105,86;106,28
1ng_A1Skin;83;-5,24;22,77;12,78;-26,31;64,71;9,5;22,05;74,53;74,68
1ng_A2EON;83;53,97;-0,29;-21,43;57,78;55,09;-20,82;70,84;110,6;151,25
1ng_A2Skin;83;6,41;9,4;7,83;37,42;29,38;-5,58;42,89;85,15;132,48
1ng_B1EON;83;49,96;-9,49;-23,22;68,52;49,25;-25,14;64,98;134,53;125,02
1ng_B1Skin;83;-5,53;8,75;8,88;26,79;70,14;5,62;81,05;160,8;73,16
1ng_B2EON;83;57,38;7,5;-24,92;62,62;52,18;-28,79;80,96;64,35;27,42
1ng_B2Skin;83;-5,58;15,5;16,34;75,29;79,87;-21,06;88,03;65,04;25,05
1ng_C1EON;83;-25,86;17,17;9,25;-54;22,6;-25,26;136,04;53,5;69,04
1ng_C1Skin;83;-8,35;-1,64;13,72;-86,68;35,18;-46,16;140,44;111,22;121,62
1ng_C2EON;83;30,72;50,45;12,54;51,53;24,12;-35,47;11,07;79,51;86,49
1ng_C2Skin;83;2,23;15,36;18,19;56,99;7,56;-32,4;171,9;97,28;86,45
1ng_D1EON;83;24,66;72,58;31,43;76,01;37,78;-50,21;63,78;27,39;97,37
1ng_D1Skin;83;9,52;22,65;24,34;82,95;11,18;-52,65;62,52;64,57;39,08
1ng_D2EON;83;38,19;45,12;0,83;69,08;29,64;-48,71;39,18;50,83;90,62
1ng_D2Skin;83;-1,51;5,54;17,37;105,52;31,02;-72,58;90;90;90
1ng_E1EON;83;-38,09;51,35;40,37;-75,51;16,44;-78,69;126,59;101,7;39,02
1ng_E1Skin;83;-5,91;13,34;38,24;-0,65;-47,55;-57,95;171,32;98,67;89,48
1ng_E2EON;83;24,54;50,64;39,15;76,43;12,05;-72,61;42,83;67,94;55,49
1ng_E2Skin;83;-6,02;19,2;43,81;54,41;-31,3;-70,28;90;90;90
1ng_F1EON;83;25,11;49,16;67,03;74,36;-2,49;-65;8,75;84,04;96,38
1ng_F1Skin;83;4,47;-7,72;12,99;105,65;-24,78;-193,93;99,74;115,7;152,27
1ng_F2EON;83;15,63;50,64;20,52;69,1;11,46;-73,79;71,34;22,85;77,31
1ng_F2Skin;83;11,11;9,11;18,43;84,73;-39,44;-124,78;118,09;115,38;140,46
1ng_A1EON;84;-30,52;-4,91;-5,1;-61,36;36,06;-26,39;151,01;108;111,94
1ng_A1Skin;84;-4,82;23;13,14;-25,88;64,95;9,87;56,17;65,32;44,1
1ng_A2EON;84;53,88;-0,86;-22,64;57,69;54,52;-22,02;40,82;99,88;129,12
1ng_A2Skin;84;6,41;9,4;7,83;37,42;29,38;-5,58;90;90;90
1ng_B1EON;84;51,66;-12,05;-24,55;70,22;46,69;-26,46;53,38;130,88;117,68
1ng_B1Skin;84;-4,9;4,96;10,04;27,42;66,35;6,78;81,05;160,8;73,16
1ng_B2EON;84;59,72;8,23;-24,12;64,96;52,91;-28;24,79;73,5;72,04
1ng_B2Skin;84;-5,58;15,5;16,34;75,29;79,87;-21,06;90;90;90
1ng_C1EON;84;-25,56;16,92;9,1;-53,71;22,35;-25,41;43,99;126,59;110,89
1ng_C1Skin;84;-10,17;-2,22;13,08;-88,49;34,61;-46,8;154,75;106,68;108,41
1ng_C2EON;84;32,74;50,82;12,67;53,56;24,5;-35,34;11,07;79,51;86,49
1ng_C2Skin;84;1,97;15,32;18,21;56,73;7,53;-32,38;99,6;67,03;25,12
1ng_D1EON;84;25,59;72,69;31,35;76,93;37,89;-50,29;22,88;91,94;112,79
1ng_D1Skin;84;9,52;22,65;24,34;82,95;11,18;-52,65;90;90;90
1ng_D2EON;84;38,18;44,49;-0,54;69,07;29,01;-50,08;40,41;99,7;128,75
1ng_D2Skin;84;-1,51;5,54;17,37;105,52;31,02;-72,58;47,77;66,81;51,17
1ng_E1EON;84;-38,09;51,35;40,37;-75,51;16,44;-78,69;90;90;90
1ng_E1Skin;84;-5,91;13,34;38,24;-0,65;-47,55;-57,95;90;90;90
1ng_E2EON;84;25,95;51,41;40,35;77,84;12,82;-71,41;44,88;48,15;76,74
1ng_E2Skin;84;-6,02;19,2;43,81;54,41;-31,3;-70,28;90;90;90
1ng_F1EON;84;27,27;49,29;66,58;76,52;-2,36;-65,45;67,1;24,22;82,56
1ng_F1Skin;84;4,47;-7,72;12,99;105,65;-24,78;-193,93;90;90;90
1ng_F2EON;84;17,2;54,3;20,72;70,67;15,12;-73,59;66,76;23,44;87,14
1ng_F2Skin;84;6,5;5,86;12,94;80,12;-42,68;-130,26;134,37;112,73;126,98
1ng_A1EON;85;-30,51;-5,3;-5,94;-61,35;35,68;-27,24;154,88;106,63;108,28
1ng_A1Skin;85;-4,81;23,1;13,34;-25,87;65,04;10,06;68,97;64,16;34,38
1ng_A2EON;85;55,14;-0,56;-22,41;58,96;54,82;-21,8;32,69;70,8;64,64
1ng_A2Skin;85;6,41;9,4;7,83;37,42;29,38;-5,58;90;90;90
1ng_B1EON;85;52,43;-12,21;-25,15;71;46,54;-27,06;44,78;101,51;132,5
1ng_B1Skin;85;-4,9;4,96;10,04;27,42;66,35;6,78;90;90;90
1ng_B2EON;85;58,87;7,97;-24,41;64,12;52,65;-28,28;155,21;106,51;107,96
1ng_B2Skin;85;-5,58;15,5;16,34;75,29;79,87;-21,06;90;90;90
1ng_C1EON;85;-25,56;16,92;9,1;-53,71;22,35;-25,41;90;90;90
1ng_C1Skin;85;-10,1;-2,2;13,11;-88,43;34,63;-46,78;25,26;73,32;71,6
1ng_C2EON;85;32,74;50,82;12,67;53,56;24,5;-35,34;8,3;83,39;94,99
1ng_C2Skin;85;1,95;16;19,68;56,71;8,21;-30,91;90,42;65,36;24,64
1ng_D1EON;85;27,07;72,49;30,42;78,42;37,7;-51,23;61,77;107,81;145,72
1ng_D1Skin;85;9,52;22,65;24,34;82,95;11,18;-52,65;90;90;90
1ng_D2EON;85;39,37;44,86;-0,14;70,26;29,38;-49,69;35,07;70,06;62,46
1ng_D2Skin;85;0,42;6,67;19,17;107,45;32,15;-70,78;47,77;66,81;51,17
1ng_E1EON;85;-38,09;51,35;40,37;-75,51;16,44;-78,69;125,6;74,77;39,69
1ng_E1Skin;85;-5,91;13,34;38,24;-0,65;-47,55;-57,95;150,41;102,76;63,79
1ng_E2EON;85;28,03;53,92;40,28;79,91;15,33;-71,48;70,81;74,61;155,01
1ng_E2Skin;85;-6,02;19,2;43,81;54,41;-31,3;-70,28;90;90;90
1ng_F1EON;85;27,28;54,26;67,76;76,54;2,61;-64,27;91,41;46,23;43,81
1ng_F1Skin;85;4,47;-7,72;12,99;105,65;-24,78;-193,93;90;90;90
1ng_F2EON;85;16,67;53,08;20,65;70,14;13,9;-73,66;117,54;151,04;81,74
1ng_F2Skin;85;5,16;5,82;13,31;78,78;-42,72;-129,9;164,6;91,71;74,7
1ng_A1EON;86;-32,49;-5,54;-5,78;-63,33;35,44;-27,08;154,6;106,73;108,55
1ng_A1Skin;86;-3,9;24,11;15,24;-24,97;66,06;11,97;76,96;64,15;29,4
1ng_A2EON;86;55,92;-0,06;-21,6;59,73;55,32;-20,98;57,3;65,16;43,19
1ng_A2Skin;86;6,41;9,4;7,83;37,42;29,38;-5,58;72,14;19,86;81,61
1ng_B1EON;86;53,2;-12,48;-26,01;71,76;46,26;-27,93;141,77;110,86;120,41
1ng_B1Skin;86;-4,9;4,96;10,04;27,42;66,35;6,78;90;90;90
1ng_B2EON;86;58,78;7,94;-24,44;64,03;52,62;-28,32;155,21;106,51;107,96
1ng_B2Skin;86;-5,58;15,5;16,34;75,29;79,87;-21,06;27,78;62,44;93,16
1ng_C1EON;86;-25,56;16,92;9,1;-53,71;22,35;-25,41;96,58;158,41;110,48
1ng_C1Skin;86;-9,25;-1,93;13,41;-87,57;34,9;-46,48;25,26;73,32;71,6
1ng_C2EON;86;33,99;50,97;12,56;54,8;24,64;-35,45;13,38;87,23;103,08
1ng_C2Skin;86;1,95;16;19,68;56,71;8,21;-30,91;90;90;90
1ng_D1EON;86;26,58;72,04;29,61;77,93;37,25;-52,03;118,06;115,38;140,49
1ng_D1Skin;86;9,52;22,65;24,34;82,95;11,18;-52,65;90;90;90
1ng_D2EON;86;39,95;45,23;0,46;70,85;29,74;-49,08;58,45;32,96;98,57
1ng_D2Skin;86;0,42;6,67;19,17;107,45;32,15;-70,78;90;90;90
1ng_E1EON;86;-39,24;51,87;41,88;-76,66;16,95;-77,17;114,68;71,04;31,94
1ng_E1Skin;86;-5,91;13,34;38,24;-0,65;-47,55;-57,95;90;90;90
1ng_E2EON;86;27,11;52,35;37,16;78,99;13,75;-74,59;104,77;115,9;149,63
1ng_E2Skin;86;-6,02;19,2;43,81;54,41;-31,3;-70,28;90;90;90
1ng_F1EON;86;27,19;51,4;68,77;76,45;-0,26;-63,26;108,47;148,17;65,05
1ng_F1Skin;86;4,47;-7,72;12,99;105,65;-24,78;-193,93;10,82;79,67;86,83
1ng_F2EON;86;15,43;50,96;21,27;68,9;11,78;-73,04;80,24;70,59;158,1
1ng_F2Skin;86;5,16;5,82;13,31;78,78;-42,72;-129,9;90;90;90
1ng_A1EON;87;-33;-6,09;-6,82;-63,84;34,88;-28,11;35,17;97,47;124,14
1ng_A1Skin;87;-4,56;23,58;14,31;-25,62;65,52;11,03;121,29;115,02;137,95
1ng_A2EON;87;55,9;0,03;-21,4;59,71;55,41;-20,78;95,52;66,21;24,5
1ng_A2Skin;87;7,09;11,51;8,15;38,1;31,48;-5,25;72,14;19,86;81,61
1ng_B1EON;87;51,82;-12,48;-25,54;70,39;46,26;-27,45;135,22;78,5;47,5
1ng_B1Skin;87;-4,9;4,96;10,04;27,42;66,35;6,78;90;90;90
1ng_B2EON;87;58,78;7,94;-24,44;64,03;52,62;-28,32;108,76;69,3;28,55
1ng_B2Skin;87;-2,78;16,96;16,16;78,09;81,34;-21,23;27,78;62,44;93,16
1ng_C1EON;87;-25,75;15,38;8,52;-53,9;20,81;-25,99;136,3;53,66;69,19
1ng_C1Skin;87;-9,25;-1,93;13,41;-87,57;34,9;-46,48;119,12;72,49;34,9
1ng_C2EON;87;34,01;50,89;12,38;54,83;24,56;-35,64;171,71;96,61;85,01
1ng_C2Skin;87;1,95;16;19,68;56,71;8,21;-30,91;90;90;90
1ng_D1EON;87;26,63;72,09;29,69;77,98;37,29;-51,95;96,72;26,34;64,67
1ng_D1Skin;87;9,52;22,65;24,34;82,95;11,18;-52,65;95,67;66,24;24,51
1ng_D2EON;87;41,48;48,24;-0,74;72,37;32,75;-50,29;64,8;32,87;109,68
1ng_D2Skin;87;0,42;6,67;19,17;107,45;32,15;-70,78;90;90;90
1ng_E1EON;87;-39,58;52,51;43,39;-76,99;17,59;-75,67;101,71;67,5;25,67
1ng_E1Skin;87;-5,91;13,34;38,24;-0,65;-47,55;-57,95;90;90;90
1ng_E2EON;87;27,26;52,61;37,68;79,15;14,01;-74,08;75,24;64,11;30,38
1ng_E2Skin;87;-6,02;19,2;43,81;54,41;-31,3;-70,28;90;90;90
1ng_F1EON;87;26,23;51,42;69,17;75,48;-0,23;-62,86;119,92;72,76;35,47
1ng_F1Skin;87;6,05;-7,43;13,08;107,23;-24,49;-193,84;67,84;130,12;48,3
1ng_F2EON;87;16,93;53,58;19,24;70,4;14,4;-75,07;79,98;10,05;90,75
1ng_F2Skin;87;5,16;5,82;13,31;78,78;-42,72;-129,9;90;90;90
1ng_A1EON;88;-31,69;-5,66;-6,32;-62,53;35,32;-27,62;16,18;76,96;80,6
1ng_A1Skin;88;-4,56;23,58;14,31;-25,62;65,52;11,03;157,22;105,76;106,04
1ng_A2EON;88;55,73;0,74;-19,8;59,54;56,12;-19,18;123,8;74,12;38,31
1ng_A2Skin;88;7,09;11,51;8,15;38,1;31,48;-5,25;73,74;64,09;31,27
1ng_B1EON;88;51,66;-12,05;-24,55;70,22;46,69;-26,46;96,96;66,48;24,65
1ng_B1Skin;88;-4,9;4,96;10,04;27,42;66,35;6,78;142,97;81,73;54,21
1ng_B2EON;88;58,57;8,17;-23,85;63,81;52,86;-27,73;130,79;76,74;43,82
1ng_B2Skin;88;-2,78;16,96;16,16;78,09;81,34;-21,23;101,57;141,09;53,46
1ng_C1EON;88;-25,86;17,17;9,25;-54;22,6;-25,26;127,92;37,98;91,93
1ng_C1Skin;88;-9,67;-1,66;14,12;-87,99;35,16;-45,76;147,65;83,77;58,4
1ng_C2EON;88;32,74;50,82;12,67;53,56;24,5;-35,34;90;90;90
1ng_C2Skin;88;1,95;16;19,68;56,71;8,21;-30,91;90;90;90
1ng_D1EON;88;26,22;74,81;30,93;77,57;40,01;-50,71;100,49;43,41;48,5
1ng_D1Skin;88;9,31;23,5;26,24;82,74;12,02;-50,75;95,67;66,24;24,51
